weight logl tau alpha beta logZsun
0.000000000000000000e+00 -8.134879394531250000e+03 7.027268619237796443e+00 7.954130614599075777e+00 2.775218655651116584e-01 -1.324662706483538566e+00
0.000000000000000000e+00 -8.118864746093750000e+03 9.460315294079050474e+00 2.201776256543919885e+01 1.077670866454389503e-01 -1.276501207683725436e+00
0.000000000000000000e+00 -8.115297363281250000e+03 1.709671157635356709e+00 3.013995836309348864e+00 9.414663325894007357e+02 -1.361656616468586156e+00
0.000000000000000000e+00 -8.098309082031250000e+03 4.935574299661683595e-01 1.947045707057557529e+00 1.558514581168789048e+00 -1.105921703071820694e+00
0.000000000000000000e+00 -8.089736328125000000e+03 8.263912802827752202e+00 3.640291771112157448e+01 1.781433143776165196e+02 -1.255221401102713186e+00
0.000000000000000000e+00 -8.068190429687500000e+03 8.644606990120628609e+00 1.306377669416015692e+02 1.273304064220076981e+02 -9.860248603623682495e-01
0.000000000000000000e+00 -8.064489257812500000e+03 3.770870106712820302e-01 1.114539094810175435e+00 4.549707086052865890e+01 5.269128867148831219e-02
0.000000000000000000e+00 -8.059095214843750000e+03 5.620216485381284599e+00 7.372123645229021527e+00 1.533679112372929012e+02 -1.099970601950852611e+00
0.000000000000000000e+00 -8.041747070312500000e+03 2.279568230525803874e-01 1.023442811062472257e+00 1.886547470829888340e+01 3.863669102867728355e-02
0.000000000000000000e+00 -8.039649414062500000e+03 2.139888196394081066e-01 1.874754201480523186e+00 5.453889803545316717e+00 -1.274986982977348582e+00
0.000000000000000000e+00 -8.033878906250000000e+03 3.759044199658482244e-01 2.191414760664790240e+00 1.267307532805741710e+00 -1.372928278253432666e+00
0.000000000000000000e+00 -8.027923339843750000e+03 9.745978698632342230e+00 1.067649437799636019e+02 2.351386171665146296e+00 -1.289802173037993605e+00
0.000000000000000000e+00 -8.012649902343750000e+03 1.795318488573951210e-01 1.763471882513341971e+00 1.090528645259301044e+02 -1.406785324218784439e+00
0.000000000000000000e+00 -8.011525390625000000e+03 1.305652921767389840e-01 1.953242509714405939e+00 1.242432769513447943e-01 -1.426240774929584454e+00
0.000000000000000000e+00 -8.011432617187500000e+03 6.009364863928247091e-01 2.466041223963645113e+00 5.599673730986592801e+01 -1.370405155866015079e+00
0.000000000000000000e+00 -8.007682617187500000e+03 7.987498663837909518e+00 2.989618383007782398e+01 1.088062730122442900e+02 -1.056329221336788304e+00
0.000000000000000000e+00 -8.001534179687500000e+03 2.511741461318665047e-01 9.993910422038556618e-01 8.925271785630011223e+00 -1.102701826172425292e-01
0.000000000000000000e+00 -7.995768066406250000e+03 1.220685703188652127e+01 6.832465907262123892e+02 1.787301175176890800e-01 -1.219486987435761671e+00
0.000000000000000000e+00 -7.994487304687500000e+03 3.787312370326263444e+00 4.057588221078938240e+00 3.775399698500763179e+01 -9.209988533623802986e-01
0.000000000000000000e+00 -7.986944335937500000e+03 1.472982621458111874e+00 2.167687396816038170e+00 2.295649191806668910e+02 -7.906313908520510303e-01
0.000000000000000000e+00 -7.986688476562500000e+03 8.093592216214437585e+00 1.222672018239882163e+02 1.635763800443751492e+01 -1.236692816134547401e+00
0.000000000000000000e+00 -7.986390136718750000e+03 9.118258937460758773e+00 2.382421826004396905e+02 9.483547845926142372e+01 -9.437566601970504010e-01
0.000000000000000000e+00 -7.980561035156250000e+03 1.860468304532870154e-01 1.935320257894970197e+00 3.949156028268144780e+01 -1.372770901041993508e+00
0.000000000000000000e+00 -7.971161621093750000e+03 1.224427252506363084e+00 2.752548157892567904e+00 2.581641663740973627e+02 -1.360740623178270825e+00
0.000000000000000000e+00 -7.968263183593750000e+03 1.291111804622256010e+01 5.110407832165304285e+02 8.440828560715264439e-01 -8.655019608557283917e-01
0.000000000000000000e+00 -7.966929687500000000e+03 2.060397818772984113e+00 2.905089870043052080e+00 1.843759285889370148e+01 -1.260685712105716672e+00
0.000000000000000000e+00 -7.959345703125000000e+03 9.742755725147651091e+00 4.102515369770299714e+01 6.891405030059376031e+02 -1.130018412504046443e+00
0.000000000000000000e+00 -7.944721679687500000e+03 8.928339656656023138e+00 3.791815024263072473e+02 4.200905114975959975e+00 -1.263702937666081105e+00
0.000000000000000000e+00 -7.943908203125000000e+03 1.725358662727679016e-01 1.257083516893217290e+00 1.611804470782907117e+00 -9.166542097745398188e-01
0.000000000000000000e+00 -7.940289062500000000e+03 5.073660036349674662e+00 6.733350823336701652e+00 1.339400233734886285e+02 -1.193021469535414880e+00
0.000000000000000000e+00 -7.935958496093750000e+03 7.982642793782822821e+00 4.925869172099917250e+02 3.579592532411960804e+01 -1.192309461588214603e+00
0.000000000000000000e+00 -7.928419433593750000e+03 2.609335631105971776e-01 2.021573664530741166e+00 7.605864413511861377e-01 -1.352768906306718311e+00
0.000000000000000000e+00 -7.921318359375000000e+03 1.775333883035056237e-01 1.859150331140297707e+00 4.665034201583153184e+00 -1.301571334104915767e+00
0.000000000000000000e+00 -7.920433593750000000e+03 4.589506824091127868e+00 2.698691025609472049e+00 4.351875220794082821e+01 -6.773110057015196972e-02
0.000000000000000000e+00 -7.913666503906250000e+03 8.877613863713435194e+00 1.173886754806017052e+01 9.087450323152389728e+02 -8.718712270355850613e-01
0.000000000000000000e+00 -7.910187011718750000e+03 1.076722517237966414e+00 1.564520980885374168e+00 8.307900091224658468e+01 -7.040175755640198929e-01
0.000000000000000000e+00 -7.889438964843750000e+03 4.770512770848783779e-01 1.997463545939013319e+00 2.122878480767885279e+01 -1.357553369352148875e+00
0.000000000000000000e+00 -7.884033203125000000e+03 5.395530652833862018e-01 1.328726477855481036e+00 6.078778898170049416e+01 -6.450036804439944760e-01
0.000000000000000000e+00 -7.874425292968750000e+03 3.617038651290781726e+00 3.202221415095377388e+00 5.762746664587330425e-01 -9.193176747047355768e-01
0.000000000000000000e+00 -7.871184570312500000e+03 1.789798415280144661e-01 1.343688386901060960e+00 3.864257406192816688e+02 -1.084272698390254419e+00
0.000000000000000000e+00 -7.871113769531250000e+03 3.376886369140690736e+00 2.362179170491539359e+00 1.722868435735825487e+00 -1.028815398893456745e-01
0.000000000000000000e+00 -7.870399902343750000e+03 1.030714557361833528e+01 3.839229172681763202e+01 2.324449521282895281e-01 -1.318588692540233254e+00
0.000000000000000000e+00 -7.865062011718750000e+03 5.872046977855720495e-01 1.406558334259099707e+00 4.262850139746535660e+01 -2.602594236041340103e-01
0.000000000000000000e+00 -7.862508789062500000e+03 2.360314083472356828e+00 1.848240701958629773e+00 4.269395224694657145e+02 -3.293766317452977432e-01
0.000000000000000000e+00 -7.858458984375000000e+03 3.190949807382769121e-01 1.051918887687470550e+00 6.486023553214635973e-01 -9.995882702226532857e-02
0.000000000000000000e+00 -7.847288085937500000e+03 1.426371379749216572e+00 1.681017756828343535e+00 4.751093908171125868e+00 -1.422689010521893671e-01
0.000000000000000000e+00 -7.842596191406250000e+03 1.621561484196862191e+00 2.149578108397347975e+00 1.883942898973984370e+01 -6.746892401390423011e-01
0.000000000000000000e+00 -7.829325683593750000e+03 1.104817443014877720e-01 1.273442735865178088e+00 1.235084040391272566e+02 -6.218811638306620537e-01
0.000000000000000000e+00 -7.822753906250000000e+03 1.394284857517992915e+00 2.053734972114349411e+00 2.450276242855283781e-01 -8.763414272872158683e-01
0.000000000000000000e+00 -7.820978515625000000e+03 7.723774342916951419e+00 1.740996730842787343e+01 1.241801200636831481e+01 -1.229706942307347672e+00
0.000000000000000000e+00 -7.817768554687500000e+03 8.197557888971045870e+00 5.431316550822252509e+00 2.340904162536390221e+00 -4.099231427093581459e-01
0.000000000000000000e+00 -7.815312500000000000e+03 5.318196183412966516e-01 1.196797639784442424e+00 8.558179253458458868e-01 3.007453301762907927e-02
0.000000000000000000e+00 -7.809390625000000000e+03 9.892249787241524928e+00 3.343629433056122480e+02 1.353641024978789176e+01 -1.185338658870349837e+00
0.000000000000000000e+00 -7.796824218750000000e+03 7.647224322476823488e+00 1.515628721679300916e+01 7.988412349451260752e+02 -1.228748562449196058e+00
0.000000000000000000e+00 -7.796408691406250000e+03 9.994953506439467006e+00 4.461399995148489239e+01 3.966467850986578059e-01 -1.239440941802916640e+00
0.000000000000000000e+00 -7.792011718750000000e+03 6.452148561866184018e+00 4.444741666911992795e+00 1.251564141548670648e+02 -3.731468201812262464e-01
0.000000000000000000e+00 -7.791038085937500000e+03 1.685797734350890531e+00 1.479463098387439279e+00 2.324944085573022456e-01 -3.769131975760355857e-01
0.000000000000000000e+00 -7.790441406250000000e+03 4.860244841485488743e-01 2.130483371809332560e+00 1.271157773128918080e+02 -1.341155606189117222e+00
0.000000000000000000e+00 -7.789751953125000000e+03 1.686892673058759673e+00 1.755267248211980879e+00 2.417518633517335758e+00 -1.391142808650029927e-01
0.000000000000000000e+00 -7.789715332031250000e+03 3.113014760364644640e-01 1.713081851227684638e+00 1.741349773453686911e+00 -1.044251058648720587e+00
0.000000000000000000e+00 -7.789698730468750000e+03 1.004615304953820676e+01 7.548410248702285230e+01 4.615237540707313180e-01 -1.282808456991779034e+00
0.000000000000000000e+00 -7.785699218750000000e+03 8.972047985148854821e+00 5.845857732882403752e+02 2.361537347180433528e+02 -9.587655707246973691e-01
0.000000000000000000e+00 -7.785077148437500000e+03 9.570661684747436837e+00 2.480841344991078046e+01 1.401240086033336274e+00 -1.147151704734724387e+00
0.000000000000000000e+00 -7.781497558593750000e+03 9.101672018377668039e+00 7.169940233629207569e+02 3.977944989686352795e+00 -1.150069986190395799e+00
0.000000000000000000e+00 -7.778762695312500000e+03 1.073457573219220507e+01 2.480061963800814695e+01 2.233957731541826308e-01 -1.291752444601119265e+00
0.000000000000000000e+00 -7.778031738281250000e+03 7.151882420006372421e+00 4.479563530507922664e+00 4.379862868202911153e-01 -9.155610751536717995e-01
0.000000000000000000e+00 -7.775798828125000000e+03 7.946633765307718811e+00 6.339544598284169297e+02 5.523209365108267548e+02 -1.151735016846930693e+00
0.000000000000000000e+00 -7.775235839843750000e+03 5.060747863721362094e+00 2.880212399005341428e+00 3.911059331605053480e-01 -7.854422124592619348e-01
0.000000000000000000e+00 -7.772589355468750000e+03 8.610328235490097626e+00 6.256300977578218792e+00 3.381597174732668409e-01 -6.002895305542033100e-01
0.000000000000000000e+00 -7.768170898437500000e+03 7.715972406974466180e-01 2.217468724066675723e+00 3.147232580057055884e+01 -1.312204753112442113e+00
0.000000000000000000e+00 -7.768013671875000000e+03 4.580478172850784291e-01 1.114537500103303325e+00 1.097065859769730451e+02 3.816013269596574276e-02
0.000000000000000000e+00 -7.766384765625000000e+03 3.432777934948329501e-01 1.087840367803267316e+00 3.103232650752844890e+01 -1.909976030540256886e-01
0.000000000000000000e+00 -7.764062011718750000e+03 4.117208905462275137e-01 1.204513508903386931e+00 1.045759163591460095e-01 -5.773032537706515033e-01
0.000000000000000000e+00 -7.763000488281250000e+03 9.893987305711448244e+00 8.515275728880978079e+01 9.098651653435360087e-01 -1.273463513875291220e+00
0.000000000000000000e+00 -7.762083984375000000e+03 9.797422005273237033e+00 2.735353829954737037e+01 1.580548791893541916e+00 -1.104967406203768210e+00
0.000000000000000000e+00 -7.755905273437500000e+03 2.286021973371129001e-01 1.748260952293118953e+00 7.422955068653913031e+02 -1.240486319372096080e+00
0.000000000000000000e+00 -7.749208007812500000e+03 1.472358773854140379e+00 2.505414835827881603e+00 4.485682926109706159e+01 -1.022777717221428961e+00
0.000000000000000000e+00 -7.747947265625000000e+03 2.329846996143285498e+00 3.137960897805756932e+00 7.608602947244572645e-01 -1.248958781154065889e+00
0.000000000000000000e+00 -7.747165039062500000e+03 7.944268232819580611e+00 4.782485035789407561e+02 8.882945847592533255e+02 -1.178543598002160797e+00
0.000000000000000000e+00 -7.743022460937500000e+03 8.415258393097310829e+00 1.357385752633546474e+02 2.224133033564618245e+01 -1.122401082712783271e+00
0.000000000000000000e+00 -7.741772460937500000e+03 9.607026590299582836e+00 2.561633047088355042e+01 1.695044220786171607e+01 -1.148139227603453216e+00
0.000000000000000000e+00 -7.734235351562500000e+03 1.437217965309893319e+00 1.464161265227639452e+00 5.328073851255294979e-01 -4.263576371484054661e-01
0.000000000000000000e+00 -7.727911621093750000e+03 8.944519310618677110e+00 1.201962590143701419e+02 8.975933276491491597e+02 -9.606538608889112485e-01
0.000000000000000000e+00 -7.717913574218750000e+03 1.028169877210699745e+01 3.267221214103192892e+02 3.414525026410530586e+02 -1.076468874601779202e+00
0.000000000000000000e+00 -7.716674804687500000e+03 1.220008609553769396e+01 3.737762868331308255e+02 8.848180513327508834e+01 -2.561887775071545192e-01
0.000000000000000000e+00 -7.716083496093750000e+03 1.220682778643592814e-01 1.818153917096973604e+00 1.934048608254824941e+01 -1.335398517579338584e+00
0.000000000000000000e+00 -7.715396484375000000e+03 6.752908622201299949e+00 4.286804695606353022e+00 1.541716878661289414e+01 -6.545596873670422866e-02
0.000000000000000000e+00 -7.711569824218750000e+03 1.195988089977422497e+01 1.416537569661280713e+02 1.395739156619556720e+00 -8.426729383822664232e-01
0.000000000000000000e+00 -7.711426757812500000e+03 4.575983108003705002e-01 2.085185746103785931e+00 1.862948927631287859e+02 -1.315382196631516010e+00
0.000000000000000000e+00 -7.704822265625000000e+03 1.037558645591646345e+00 2.274843025198140634e+00 1.083504790923720318e+00 -1.308968010331284404e+00
0.000000000000000000e+00 -7.697713378906250000e+03 9.426475321190086021e+00 7.217915726811977493e+02 2.450994524300060373e+00 -1.220768759857326913e+00
0.000000000000000000e+00 -7.697328125000000000e+03 2.873307228302444116e-01 1.088282617520169415e+00 2.890711848805739281e-01 3.187860043709722646e-02
0.000000000000000000e+00 -7.695799316406250000e+03 1.004183001159728861e-01 1.475848499079830844e+00 4.757828702095040718e+00 -1.214758094791622334e+00
0.000000000000000000e+00 -7.688041503906250000e+03 6.111012738474195238e-01 1.428000358946238224e+00 7.684937959461786150e+00 -3.836818434890858498e-01
0.000000000000000000e+00 -7.678017089843750000e+03 8.634579731450083173e+00 7.442891520158231344e+01 5.224311776428058351e+01 -1.028603935014403836e+00
0.000000000000000000e+00 -7.677665527343750000e+03 3.723807076968247198e+00 2.661638138902226558e+00 7.265742095293234115e+01 -1.600808934549391438e-02
0.000000000000000000e+00 -7.676959960937500000e+03 9.705512213873495497e+00 7.233240842407444688e+02 1.683629156120427739e+00 -1.198858442767241961e+00
0.000000000000000000e+00 -7.676677734375000000e+03 4.041797827170999113e+00 3.165657751930392561e+00 6.376842018061382333e+01 -3.243038867124368174e-01
0.000000000000000000e+00 -7.675980468750000000e+03 8.115212174036470216e+00 9.201061362845874214e+01 1.221786618602369003e+02 -1.198573623012613165e+00
0.000000000000000000e+00 -7.670976562500000000e+03 6.417970585088321300e+00 3.953796757501135239e+00 9.021652933477407998e+01 7.150961005868516907e-02
0.000000000000000000e+00 -7.670643554687500000e+03 2.257271141207567666e+00 2.205140056434978124e+00 3.487009677287419862e+01 -8.310527374196712280e-01
0.000000000000000000e+00 -7.669519531250000000e+03 5.188138076475596883e-01 2.229191126824643820e+00 2.961369305305336752e+02 -1.244678526000192020e+00
0.000000000000000000e+00 -7.667093750000000000e+03 4.016074245815114629e+00 3.130012810421386682e+00 5.059565161691806452e+02 -2.434560658712934256e-01
0.000000000000000000e+00 -7.659191406250000000e+03 1.016482709224870007e+01 2.272740326379747344e+01 8.519621441502838479e+02 -7.017640066625276951e-01
0.000000000000000000e+00 -7.657387207031250000e+03 4.411021222564191491e-01 1.200903332111935340e+00 3.451210004552594857e+00 -1.152232598707092492e-02
0.000000000000000000e+00 -7.656274902343750000e+03 1.041510254656287060e+01 2.279013775574365468e+02 4.489100129124019567e-01 -1.182312823074238350e+00
0.000000000000000000e+00 -7.652496582031250000e+03 1.231112952346744116e+01 3.652739817763600172e+02 9.391465140352117658e+01 -4.478963436138929666e-01
0.000000000000000000e+00 -7.647860839843750000e+03 6.509258603437284130e+00 3.850039233689662499e+00 1.041827311916974225e-01 -9.632295929016545522e-01
0.000000000000000000e+00 -7.646476074218750000e+03 1.099500512309726297e+01 1.317120411519657353e+02 8.949327409894869412e-01 -1.045153425001753789e+00
0.000000000000000000e+00 -7.641956054687500000e+03 1.278229032823711542e+01 2.607661555042601265e+01 3.109671885091422339e-01 -4.372662953836710109e-01
0.000000000000000000e+00 -7.636624511718750000e+03 7.528620874380240746e-01 1.850061401145481677e+00 5.943897523677874162e+00 -8.556123252227663123e-01
0.000000000000000000e+00 -7.635542480468750000e+03 1.278236169878237760e+01 6.260189058891082681e+01 3.472343335416418153e+00 1.825913961200509306e-02
0.000000000000000000e+00 -7.635459472656250000e+03 4.684282810209098868e-01 1.155042483514866714e+00 4.438039790025984921e-01 -3.203556910961551374e-01
0.000000000000000000e+00 -7.635416992187500000e+03 1.872265081302470824e+00 1.607917610454243196e+00 7.465231933015794539e+02 -1.768248649692854002e-01
0.000000000000000000e+00 -7.631646972656250000e+03 7.254249408739157357e-01 1.175982487320768710e+00 1.396858741553270444e-01 -7.746844759545634673e-02
0.000000000000000000e+00 -7.630224609375000000e+03 1.850561539218427587e+00 2.812466354015892289e+00 1.055649519709375426e+02 -1.048396443398231792e+00
0.000000000000000000e+00 -7.629430175781250000e+03 9.015945454306606877e+00 1.853825829199745456e+01 7.692843184582373262e+00 -9.775478440346452302e-01
0.000000000000000000e+00 -7.629396484375000000e+03 5.648455419480793438e-01 2.249618502590251534e+00 8.514328291610264898e+01 -1.301498123250400374e+00
0.000000000000000000e+00 -7.628298828125000000e+03 4.828336882535577690e-01 1.917716075031541401e+00 4.618990301031339341e-01 -1.155300394836937805e+00
0.000000000000000000e+00 -7.621132812500000000e+03 1.021668037121771633e+01 4.061629053945673036e+02 1.425166361086075861e+00 -1.255316841779007930e+00
0.000000000000000000e+00 -7.614472167968750000e+03 8.396134525532630732e+00 4.522516366819522915e+01 7.129003364466892663e+02 -1.206009098871068552e+00
0.000000000000000000e+00 -7.613408203125000000e+03 8.399109359790415397e+00 1.538095007123180267e+02 2.832025866076752507e+01 -1.176076598411563090e+00
0.000000000000000000e+00 -7.609511718750000000e+03 4.874577787496393588e-01 2.037633694739930945e+00 1.142057118931610482e+01 -1.211282102234832125e+00
0.000000000000000000e+00 -7.603125000000000000e+03 6.954357928640438224e+00 7.910203413580404685e+00 2.258981801038735568e+02 -1.077380041206444705e+00
0.000000000000000000e+00 -7.602276855468750000e+03 6.775929483682110011e+00 2.827535958838936381e+00 2.555528761852141617e-01 -1.193784572465714788e-01
0.000000000000000000e+00 -7.585199218750000000e+03 1.319498290256104545e+00 1.444841189550451155e+00 2.059715935851179403e+00 -3.138364641477657813e-01
0.000000000000000000e+00 -7.579554199218750000e+03 1.071403920141412414e+01 2.452141772400899811e+01 8.409427145627105915e+00 -7.259265870494435724e-01
0.000000000000000000e+00 -7.569452148437500000e+03 1.637219433420567527e-01 1.144485512000772864e+00 1.345684303458130771e+01 -7.655511061277735507e-01
0.000000000000000000e+00 -7.565797851562500000e+03 6.458700471338926441e+00 8.937184356533236951e+00 3.566822793834048753e+02 -1.103860243099071603e+00
0.000000000000000000e+00 -7.559908203125000000e+03 8.131154963119383794e+00 9.966107645478773591e+00 1.479995065598018522e+00 -1.228532540766357872e+00
0.000000000000000000e+00 -7.555247070312500000e+03 6.331003648821911245e-01 2.196303128188581422e+00 1.830646628479697213e+01 -1.298806828920766154e+00
0.000000000000000000e+00 -7.554134765625000000e+03 2.964287212789516790e+00 3.717946531706359803e+00 6.773501927432947411e+01 -1.220221355390443740e+00
0.000000000000000000e+00 -7.551838867187500000e+03 7.569950623059559236e-01 1.630920816072222390e+00 9.942450236094834137e-01 -6.683780129459222508e-01
0.000000000000000000e+00 -7.546639160156250000e+03 1.386812438682178517e+00 2.445329472431511775e+00 1.486045429520176526e+02 -1.026319697023714284e+00
0.000000000000000000e+00 -7.536859375000000000e+03 5.487802465087059378e-01 1.176682367866607404e+00 4.278553058124087727e+01 -1.392561602187787351e-01
0.000000000000000000e+00 -7.536679687500000000e+03 1.388590802564899640e+00 1.683918077636021415e+00 5.483139128276928176e+00 -1.992754500534390516e-01
0.000000000000000000e+00 -7.535953125000000000e+03 5.679873754921611173e+00 3.114913331603442082e+00 2.996087138545284190e-01 -3.171542600426833225e-01
0.000000000000000000e+00 -7.532281250000000000e+03 5.496300230015103594e+00 3.311036231608210034e+00 3.097182811858366236e+01 -8.398179513695369636e-02
0.000000000000000000e+00 -7.528515136718750000e+03 9.736797217335556809e+00 6.795931368349828290e+02 2.578753395009446336e+00 -1.221557658266247959e+00
0.000000000000000000e+00 -7.517735839843750000e+03 2.633463522314204441e-01 1.121837664606471163e+00 1.406948990940753763e+00 -3.527391332376561550e-02
0.000000000000000000e+00 -7.515124023437500000e+03 1.131165872187045451e+01 4.211051375223195947e+01 2.348674267980970853e+01 -8.796086869495010063e-01
0.000000000000000000e+00 -7.508945312500000000e+03 1.191538973805193358e+00 1.971762829769741154e+00 8.149682011515100299e-01 -1.118118705677044744e+00
0.000000000000000000e+00 -7.507104492187500000e+03 1.134128596076979711e+01 6.079388434567288613e+01 1.556890618310841603e+02 -5.702344547705759936e-01
0.000000000000000000e+00 -7.501980468750000000e+03 5.962309758002572124e+00 6.662234057567056666e+00 8.134860522831907019e+02 -1.157631246162275307e+00
0.000000000000000000e+00 -7.499861328125000000e+03 1.819201370523010786e+00 2.564938513081749694e+00 3.393791793154226752e+02 -1.145993579135128559e+00
0.000000000000000000e+00 -7.484246093750000000e+03 7.295033225569587110e-01 1.620992035418531207e+00 7.684375731823125388e-01 -9.950116236283410576e-01
0.000000000000000000e+00 -7.475818359375000000e+03 1.933955673858824276e-01 1.723095124011666091e+00 8.545004005417034421e+01 -1.302278034348820501e+00
0.000000000000000000e+00 -7.474666015625000000e+03 8.446442659703274458e+00 1.583124944201268391e+01 7.118571790395365362e+00 -1.070862809367850055e+00
0.000000000000000000e+00 -7.474418945312500000e+03 8.858217869261450161e+00 8.498821096086768279e+00 1.068391072277078552e-01 -9.907070921016203346e-01
0.000000000000000000e+00 -7.473095703125000000e+03 6.810955488230778343e+00 5.851338702327992358e+00 1.034873038837075820e-01 -1.123008853027160026e+00
0.000000000000000000e+00 -7.471704101562500000e+03 4.908393718446012466e-01 1.974995221532450662e+00 4.491207108722803696e+02 -1.288008555542105693e+00
0.000000000000000000e+00 -7.470820800781250000e+03 7.629014777506156975e+00 1.323675008400937614e+01 2.968351003782399999e+01 -1.054144733155258695e+00
0.000000000000000000e+00 -7.467166015625000000e+03 7.668053808950484829e+00 5.845786476798980225e+00 3.306285761433117187e+01 -2.714442278895514704e-01
0.000000000000000000e+00 -7.465619140625000000e+03 1.169649070843111538e+01 9.947984956141083046e+01 1.208392364718243961e+00 -9.189245568996073921e-01
0.000000000000000000e+00 -7.451509277343750000e+03 1.433858150707408408e+00 2.228950946925948973e+00 1.333507197909480635e-01 -1.051804161039707530e+00
0.000000000000000000e+00 -7.448141601562500000e+03 5.125511608929811835e+00 5.853729247382254641e+00 8.922442203840377672e+00 -1.146476992332936318e+00
0.000000000000000000e+00 -7.447339843750000000e+03 4.178706124486944451e-01 1.965964070417889786e+00 4.503700462978297736e+01 -1.281664685172843043e+00
0.000000000000000000e+00 -7.446732421875000000e+03 6.853790231009500022e-01 1.330958374628486096e+00 2.667380307556756591e+00 -5.802586203675956789e-01
0.000000000000000000e+00 -7.432178222656250000e+03 4.457067915566986116e+00 3.824292900973520926e+00 1.785061501427882291e+01 -9.510947392656974309e-01
0.000000000000000000e+00 -7.431845214843750000e+03 1.127114612873674426e+00 2.310793458781915444e+00 3.206375182714364946e-01 -1.264914605610650167e+00
0.000000000000000000e+00 -7.425695312500000000e+03 1.063507429190488018e+00 1.863752703425499924e+00 1.147952619480196432e+02 -9.704853289040955566e-01
0.000000000000000000e+00 -7.424949707031250000e+03 6.415447690505255984e-01 1.666617637610136038e+00 1.129485370807171876e+02 -7.435762464321935550e-01
0.000000000000000000e+00 -7.423975585937500000e+03 1.707699793174713154e-01 1.546512322341149437e+00 6.740236603707128324e+02 -1.247080322614825931e+00
0.000000000000000000e+00 -7.422796875000000000e+03 9.961158245612596218e+00 1.032867769825867441e+02 1.679389153170386173e+00 -1.176894206524706110e+00
0.000000000000000000e+00 -7.413133300781250000e+03 3.717587986314351944e+00 4.279807417096259670e+00 2.510116789299445088e+02 -1.132351508652542638e+00
0.000000000000000000e+00 -7.409211425781250000e+03 1.174179794908234153e-01 1.684495235141277414e+00 1.593940845020633379e+00 -1.295467903571344559e+00
0.000000000000000000e+00 -7.407327148437500000e+03 8.378751966831169407e-01 1.533905619168023371e+00 8.077918970680303401e-01 -4.743081717586319357e-01
0.000000000000000000e+00 -7.406459960937500000e+03 1.075609516978636115e+01 8.461476406645493853e+02 9.554493569684467946e-01 -1.089169148370116691e+00
0.000000000000000000e+00 -7.404757324218750000e+03 1.004950354307194038e+00 1.995192855058452341e+00 2.867262028408551373e+02 -8.238550055379993964e-01
0.000000000000000000e+00 -7.394715332031250000e+03 1.246484337215226362e-01 1.299454771420864851e+00 1.882663542016369540e-01 -9.389149659972684248e-01
0.000000000000000000e+00 -7.387806640625000000e+03 5.460797108396421962e+00 3.243093344718853466e+00 9.685028835538016523e-01 -7.181434612131636364e-01
0.000000000000000000e+00 -7.382908203125000000e+03 1.875787510772810585e+00 2.357207033548024633e+00 9.704957021086979552e-01 -1.141446877875443855e+00
0.000000000000000000e+00 -7.382532714843750000e+03 3.192060057133836448e+00 3.737858332922738391e+00 5.220201440256865055e+01 -1.181119251208982757e+00
0.000000000000000000e+00 -7.382230468750000000e+03 8.619081461575518688e+00 7.627942808607175493e+02 5.809502431072575490e+01 -1.158049412311416448e+00
0.000000000000000000e+00 -7.382044921875000000e+03 6.797427437531022854e-01 1.220658940579548934e+00 3.726871233736553535e+01 -2.795497582492836308e-01
0.000000000000000000e+00 -7.381119140625000000e+03 8.593975481261934002e-01 1.267013269127199360e+00 7.551449622969810260e-01 2.248552345321597201e-02
0.000000000000000000e+00 -7.378871093750000000e+03 1.275138756584359712e+00 1.490623807041637550e+00 4.880621112027185404e+00 1.132380220386952629e-02
0.000000000000000000e+00 -7.376782226562500000e+03 3.058340154643191422e+00 3.799691449463117987e+00 5.622493425827406099e+02 -1.171619182969811712e+00
0.000000000000000000e+00 -7.376577636718750000e+03 5.200278426700574386e+00 3.308213777077772644e+00 4.739394903017196157e+02 -3.216847883183779899e-01
0.000000000000000000e+00 -7.374834472656250000e+03 2.091719304820596648e+00 1.698989139923162472e+00 2.040409575477129067e+01 4.457027946638003613e-02
0.000000000000000000e+00 -7.370509765625000000e+03 2.896619598610114532e-01 1.692276194894587027e+00 2.963351790317690249e+00 -1.245345564046453024e+00
0.000000000000000000e+00 -7.369065917968750000e+03 3.399399065082942872e+00 3.014298479384157403e+00 3.914889538646217360e-01 -1.162875261396000504e+00
0.000000000000000000e+00 -7.367839843750000000e+03 1.870819542145638059e-01 1.478129123142197798e+00 4.662110058315287908e+00 -1.172845746065870332e+00
0.000000000000000000e+00 -7.364040039062500000e+03 1.032026257270949365e+01 7.001392971309126096e+02 5.620428412637052951e+00 -9.534215448429848028e-01
0.000000000000000000e+00 -7.363072753906250000e+03 1.136521251413891986e-01 1.573073854810590033e+00 1.433238288724184351e+00 -1.248316357644087882e+00
0.000000000000000000e+00 -7.362170410156250000e+03 1.784917434385997925e+00 2.042494672154927748e+00 4.413638229314302066e+02 -4.450899860430004296e-01
0.000000000000000000e+00 -7.358953125000000000e+03 9.696670994526604304e+00 1.389040404448097021e+01 1.449454873897094265e+00 -1.160094102681491712e+00
0.000000000000000000e+00 -7.356880859375000000e+03 1.166103562777211700e+01 8.991963237260491724e+02 1.583752615051935742e+01 -9.186721686068120007e-01
0.000000000000000000e+00 -7.356832031250000000e+03 1.112800317712207310e+01 3.500920622302284642e+02 1.298118217899028366e+02 -7.971734749401648834e-01
